z,p,limit,cascades,verlauf
3,0.20999999999999996,9,9439,"[30, 74, 131, 204, 303, 439, 638, 904, 1352, 2093, 3383, 5494, 7770, 8984, 9338, 9424, 9437, 9439, 9439]"
3,0.21999999999999995,1,9161,"[30, 75, 131, 195, 266, 350, 454, 577, 747, 986, 1326, 1806, 2531, 3618, 5126, 6837, 8175, 8843, 9077, 9146, 9153, 9157, 9160, 9161, 9161]"
3,0.21999999999999995,2,9446,"[30, 73, 134, 227, 371, 572, 852, 1270, 1949, 3033, 4793, 7035, 8632, 9252, 9405, 9441, 9445, 9446, 9446]"
3,0.21999999999999995,3,9387,"[30, 82, 148, 248, 380, 583, 863, 1280, 1964, 3160, 5130, 7408, 8829, 9267, 9362, 9385, 9387, 9387]"
3,0.21999999999999995,4,9437,"[30, 74, 131, 204, 303, 439, 638, 903, 1346, 2077, 3350, 5443, 7723, 8963, 9332, 9421, 9435, 9437, 9437]"
3,0.21999999999999995,5,9422,"[30, 90, 169, 270, 391, 555, 774, 1105, 1639, 2533, 4107, 6447, 8370, 9178, 9383, 9418, 9421, 9422, 9422]"
3,0.21999999999999995,6,9480,"[30, 77, 142, 238, 390, 604, 917, 1396, 2218, 3575, 5721, 7916, 9080, 9401, 9468, 9478, 9480, 9480]"
3,0.21999999999999995,7,9403,"[30, 83, 150, 253, 389, 597, 885, 1321, 2028, 3282, 5366, 7658, 8942, 9306, 9383, 9401, 9403, 9403]"
3,0.21999999999999995,8,9439,"[30, 74, 131, 204, 303, 439, 638, 904, 1352, 2093, 3383, 5494, 7770, 8984, 9338, 9424, 9437, 9439, 9439]"
3,0.21999999999999995,9,9422,"[30, 90, 169, 270, 391, 555, 774, 1105, 1639, 2533, 4107, 6448, 8370, 9178, 9383, 9418, 9421, 9422, 9422]"
3,0.22999999999999995,1,9248,"[30, 68, 118, 190, 282, 401, 552, 749, 1020, 1384, 1895, 2611, 3638, 5067, 6759, 8168, 8887, 9148, 9216, 9242, 9247, 9248, 9248]"
3,0.22999999999999995,2,9369,"[30, 80, 142, 232, 351, 530, 771, 1113, 1645, 2533, 4032, 6177, 8163, 9069, 9305, 9359, 9369, 9369]"
3,0.22999999999999995,3,9432,"[30, 73, 128, 199, 294, 427, 622, 872, 1288, 1954, 3081, 4972, 7291, 8767, 9278, 9405, 9430, 9432, 9432]"
3,0.22999999999999995,4,9421,"[30, 90, 169, 270, 391, 555, 774, 1101, 1618, 2467, 3952, 6217, 8228, 9146, 9373, 9417, 9420, 9421, 9421]"
3,0.22999999999999995,5,9480,"[30, 77, 142, 238, 389, 598, 907, 1375, 2154, 3416, 5458, 7741, 9004, 9380, 9462, 9478, 9480, 9480]"
3,0.22999999999999995,6,9403,"[30, 83, 150, 252, 386, 590, 868, 1287, 1958, 3123, 5094, 7411, 8859, 9287, 9381, 9401, 9403, 9403]"
3,0.22999999999999995,7,9439,"[30, 74, 131, 204, 303, 439, 637, 896, 1329, 2035, 3248, 5266, 7588, 8900, 9322, 9419, 9437, 9439, 9439]"
3,0.22999999999999995,8,9422,"[30, 90, 169, 270, 391, 555, 774, 1102, 1624, 2479, 3980, 6253, 8250, 9154, 9375, 9418, 9421, 9422, 9422]"
3,0.22999999999999995,9,9480,"[30, 77, 142, 238, 389, 598, 907, 1375, 2154, 3416, 5460, 7746, 9005, 9381, 9462, 9478, 9480, 9480]"
3,0.23999999999999994,1,9189,"[30, 71, 116, 175, 248, 339, 450, 598, 785, 1034, 1366, 1829, 2505, 3549, 4966, 6677, 8071, 8813, 9071, 9158, 9181, 9186, 9188, 9189, 9189]"
3,0.23999999999999994,2,9404,"[30, 72, 125, 195, 287, 416, 602, 842, 1232, 1840, 2836, 4496, 6688, 8428, 9155, 9362, 9402, 9404, 9404]"
3,0.23999999999999994,3,9413,"[30, 89, 166, 266, 384, 543, 758, 1074, 1575, 2393, 3820, 6030, 8093, 9097, 9353, 9408, 9412, 9413, 9413]"
3,0.23999999999999994,4,9480,"[30, 77, 142, 238, 389, 598, 907, 1375, 2153, 3404, 5428, 7716, 8993, 9377, 9460, 9478, 9480, 9480]"
3,0.23999999999999994,5,9403,"[30, 83, 150, 252, 386, 590, 868, 1287, 1958, 3123, 5093, 7409, 8858, 9286, 9381, 9401, 9403, 9403]"
3,0.23999999999999994,6,9439,"[30, 74, 131, 204, 303, 439, 637, 896, 1329, 2035, 3248, 5266, 7588, 8900, 9322, 9419, 9437, 9439, 9439]"
3,0.23999999999999994,7,9422,"[30, 90, 169, 270, 391, 555, 774, 1102, 1624, 2479, 3980, 6253, 8250, 9154, 9375, 9418, 9421, 9422, 9422]"
3,0.23999999999999994,8,9480,"[30, 77, 142, 238, 389, 598, 907, 1375, 2154, 3416, 5460, 7746, 9005, 9381, 9462, 9478, 9480, 9480]"
3,0.23999999999999994,9,9403,"[30, 83, 150, 252, 386, 590, 868, 1287, 1958, 3123, 5094, 7411, 8859, 9287, 9381, 9401, 9403, 9403]"
3,0.24999999999999992,1,9215,"[30, 66, 106, 156, 215, 294, 397, 517, 687, 908, 1211, 1628, 2239, 3129, 4381, 6018, 7635, 8656, 9063, 9181, 9210, 9215, 9215]"
3,0.24999999999999992,2,9385,"[30, 86, 162, 259, 377, 533, 744, 1050, 1518, 2242, 3473, 5422, 7557, 8861, 9273, 9375, 9383, 9385, 9385]"
3,0.24999999999999992,3,9475,"[30, 76, 141, 237, 387, 596, 901, 1360, 2115, 3312, 5254, 7535, 8902, 9354, 9453, 9473, 9475, 9475]"
3,0.24999999999999992,4,9403,"[30, 83, 150, 252, 386, 590, 868, 1287, 1958, 3122, 5085, 7401, 8855, 9286, 9381, 9401, 9403, 9403]"
3,0.24999999999999992,5,9439,"[30, 74, 131, 204, 303, 439, 637, 896, 1329, 2035, 3248, 5265, 7587, 8900, 9322, 9419, 9437, 9439, 9439]"
3,0.24999999999999992,6,9422,"[30, 90, 169, 270, 391, 555, 774, 1102, 1624, 2479, 3980, 6253, 8250, 9154, 9375, 9418, 9421, 9422, 9422]"
3,0.24999999999999992,7,9480,"[30, 77, 142, 238, 389, 598, 907, 1375, 2154, 3416, 5460, 7746, 9005, 9381, 9462, 9478, 9480, 9480]"
3,0.24999999999999992,8,9403,"[30, 83, 150, 252, 386, 590, 868, 1287, 1958, 3123, 5094, 7411, 8859, 9287, 9381, 9401, 9403, 9403]"
3,0.24999999999999992,9,9439,"[30, 74, 131, 204, 303, 439, 637, 896, 1329, 2035, 3248, 5266, 7588, 8900, 9322, 9419, 9437, 9439, 9439]"
4,0.1,1,9552,"[30, 87, 193, 392, 766, 1453, 2662, 4664, 7177, 8901, 9425, 9536, 9552, 9552]"
4,0.1,2,9769,"[30, 104, 304, 810, 2057, 4732, 8060, 9492, 9731, 9767, 9769, 9769]"
4,0.1,3,9757,"[30, 130, 447, 1417, 3953, 7753, 9497, 9737, 9757, 9757]"
4,0.1,4,9810,"[30, 118, 430, 1472, 4269, 8129, 9623, 9792, 9808, 9810, 9810]"
4,0.1,5,9770,"[30, 139, 545, 1880, 5206, 8753, 9682, 9765, 9770, 9770]"
4,0.1,6,9833,"[30, 132, 548, 1906, 5245, 8785, 9733, 9824, 9832, 9833, 9833]"
4,0.1,7,9777,"[30, 147, 595, 2136, 5723, 8964, 9710, 9770, 9777, 9777]"
4,0.1,8,9818,"[30, 123, 481, 1760, 5070, 8696, 9704, 9811, 9818, 9818]"
4,0.1,9,9774,"[30, 144, 580, 2046, 5581, 8923, 9702, 9770, 9774, 9774]"
4,0.11,1,9600,"[30, 84, 185, 377, 735, 1387, 2553, 4464, 6964, 8797, 9431, 9569, 9597, 9600, 9600]"
4,0.11,2,9716,"[30, 112, 326, 893, 2294, 5187, 8406, 9546, 9697, 9713, 9716, 9716]"
4,0.11,3,9796,"[30, 111, 366, 1145, 3270, 7069, 9387, 9753, 9791, 9796, 9796]"
4,0.11,4,9765,"[30, 133, 489, 1629, 4625, 8354, 9609, 9755, 9764, 9765, 9765]"
4,0.11,5,9831,"[30, 128, 526, 1804, 5005, 8646, 9715, 9821, 9830, 9831, 9831]"
4,0.11,6,9777,"[30, 147, 594, 2128, 5698, 8948, 9707, 9770, 9777, 9777]"
4,0.11,7,9818,"[30, 123, 481, 1759, 5066, 8691, 9702, 9811, 9818, 9818]"
4,0.11,8,9774,"[30, 144, 580, 2046, 5581, 8923, 9702, 9770, 9774, 9774]"
4,0.11,9,9833,"[30, 134, 555, 1940, 5320, 8822, 9740, 9824, 9832, 9833, 9833]"
4,0.12,1,9557,"[30, 88, 193, 391, 760, 1441, 2652, 4644, 7171, 8876, 9430, 9543, 9556, 9557, 9557]"
4,0.12,2,9783,"[30, 96, 261, 677, 1701, 4050, 7557, 9432, 9746, 9778, 9783, 9783]"
4,0.12,3,9759,"[30, 121, 397, 1197, 3346, 7134, 9362, 9734, 9757, 9759, 9759]"
4,0.12,4,9830,"[30, 121, 454, 1472, 4203, 8076, 9636, 9812, 9828, 9830, 9830]"
4,0.12,5,9777,"[30, 143, 543, 1855, 5149, 8692, 9675, 9768, 9777, 9777]"
4,0.12,6,9818,"[30, 117, 424, 1469, 4333, 8189, 9631, 9803, 9817, 9818, 9818]"
4,0.12,7,9774,"[30, 137, 513, 1752, 4951, 8620, 9660, 9769, 9774, 9774]"
4,0.12,8,9833,"[30, 132, 522, 1744, 4875, 8564, 9708, 9822, 9832, 9833, 9833]"
4,0.12,9,9777,"[30, 143, 549, 1898, 5238, 8731, 9680, 9768, 9777, 9777]"
4,0.13,1,9593,"[30, 81, 172, 336, 625, 1161, 2130, 3788, 6226, 8428, 9369, 9554, 9590, 9593, 9593]"
4,0.13,2,9715,"[30, 108, 306, 791, 1958, 4482, 7907, 9477, 9691, 9714, 9715, 9715]"
4,0.13,3,9818,"[30, 112, 367, 1074, 2985, 6626, 9277, 9766, 9811, 9818, 9818]"
4,0.13,4,9774,"[30, 132, 448, 1401, 3962, 7818, 9548, 9750, 9772, 9774, 9774]"
4,0.13,5,9818,"[30, 112, 374, 1201, 3517, 7418, 9491, 9789, 9817, 9818, 9818]"
4,0.13,6,9774,"[30, 131, 451, 1433, 4085, 7960, 9559, 9765, 9774, 9774]"
4,0.13,7,9833,"[30, 125, 454, 1434, 4068, 7950, 9623, 9818, 9830, 9833, 9833]"
4,0.13,8,9777,"[30, 134, 460, 1457, 4155, 8024, 9583, 9759, 9775, 9777, 9777]"
4,0.13,9,9818,"[30, 113, 377, 1214, 3571, 7483, 9508, 9792, 9817, 9818, 9818]"
4,0.13999999999999999,1,9568,"[30, 86, 189, 375, 719, 1341, 2441, 4279, 6796, 8767, 9406, 9547, 9567, 9568, 9568]"
4,0.13999999999999999,2,9778,"[30, 101, 287, 737, 1835, 4249, 7622, 9423, 9733, 9774, 9778, 9778]"
4,0.13999999999999999,3,9763,"[30, 125, 398, 1178, 3263, 6981, 9352, 9723, 9760, 9763, 9763]"
4,0.13999999999999999,4,9816,"[30, 110, 359, 1121, 3261, 7082, 9406, 9781, 9814, 9816, 9816]"
4,0.13999999999999999,5,9773,"[30, 130, 447, 1413, 4026, 7903, 9547, 9763, 9773, 9773]"
4,0.13999999999999999,6,9832,"[30, 124, 452, 1430, 4050, 7934, 9615, 9817, 9829, 9832, 9832]"
4,0.13999999999999999,7,9777,"[30, 134, 460, 1457, 4154, 8023, 9583, 9759, 9775, 9777, 9777]"
4,0.13999999999999999,8,9818,"[30, 113, 377, 1214, 3570, 7480, 9506, 9792, 9817, 9818, 9818]"
4,0.13999999999999999,9,9774,"[30, 132, 456, 1452, 4138, 8005, 9569, 9766, 9774, 9774]"
4,0.14999999999999997,1,9679,"[30, 78, 158, 304, 556, 982, 1749, 3111, 5280, 7794, 9246, 9600, 9664, 9676, 9678, 9679, 9679]"
4,0.14999999999999997,2,9742,"[30, 106, 277, 669, 1574, 3648, 7024, 9274, 9704, 9739, 9742, 9742]"
4,0.14999999999999997,3,9808,"[30, 98, 264, 685, 1768, 4364, 8086, 9625, 9795, 9807, 9808, 9808]"
4,0.14999999999999997,4,9769,"[30, 114, 324, 875, 2381, 5676, 8828, 9698, 9764, 9769, 9769]"
4,0.14999999999999997,5,9832,"[30, 105, 310, 839, 2242, 5393, 8762, 9729, 9826, 9831, 9832, 9832]"
4,0.14999999999999997,6,9776,"[30, 123, 370, 1031, 2844, 6428, 9191, 9725, 9771, 9776, 9776]"
4,0.14999999999999997,7,9818,"[30, 101, 279, 752, 2042, 5057, 8603, 9708, 9810, 9818, 9818]"
4,0.14999999999999997,8,9774,"[30, 118, 339, 922, 2530, 5970, 8968, 9719, 9770, 9774, 9774]"
4,0.14999999999999997,9,9833,"[30, 106, 312, 843, 2257, 5437, 8798, 9739, 9827, 9832, 9833, 9833]"
4,0.15999999999999998,1,9602,"[30, 88, 188, 360, 665, 1208, 2162, 3815, 6179, 8422, 9374, 9566, 9600, 9602, 9602]"
4,0.15999999999999998,2,9793,"[30, 89, 216, 508, 1182, 2735, 5776, 8838, 9675, 9781, 9793, 9793]"
4,0.15999999999999998,3,9765,"[30, 111, 311, 818, 2152, 5116, 8495, 9638, 9757, 9765, 9765]"
4,0.15999999999999998,4,9830,"[30, 103, 302, 818, 2170, 5213, 8661, 9722, 9823, 9829, 9830, 9830]"
4,0.15999999999999998,5,9777,"[30, 123, 370, 1031, 2837, 6403, 9185, 9726, 9772, 9777, 9777]"
4,0.15999999999999998,6,9818,"[30, 101, 279, 752, 2041, 5046, 8590, 9704, 9809, 9818, 9818]"
4,0.15999999999999998,7,9774,"[30, 118, 339, 921, 2524, 5962, 8964, 9718, 9770, 9774, 9774]"
4,0.15999999999999998,8,9833,"[30, 106, 312, 843, 2257, 5437, 8798, 9739, 9827, 9832, 9833, 9833]"
4,0.15999999999999998,9,9777,"[30, 123, 370, 1031, 2845, 6425, 9188, 9726, 9772, 9777, 9777]"
4,0.16999999999999998,1,9656,"[30, 72, 134, 226, 363, 584, 950, 1529, 2535, 4224, 6580, 8659, 9468, 9618, 9650, 9656, 9656]"
4,0.16999999999999998,2,9743,"[30, 93, 203, 397, 782, 1574, 3262, 6308, 9001, 9672, 9735, 9743, 9743]"
4,0.16999999999999998,3,9824,"[30, 82, 179, 366, 745, 1542, 3325, 6664, 9242, 9781, 9821, 9824, 9824]"
4,0.16999999999999998,4,9775,"[30, 106, 253, 549, 1178, 2664, 5700, 8825, 9682, 9766, 9775, 9775]"
4,0.16999999999999998,5,9818,"[30, 89, 201, 415, 854, 1832, 4195, 7890, 9579, 9799, 9817, 9818, 9818]"
4,0.16999999999999998,6,9774,"[30, 100, 227, 451, 928, 2036, 4588, 8176, 9599, 9767, 9774, 9774]"
4,0.16999999999999998,7,9833,"[30, 84, 188, 391, 801, 1710, 3837, 7419, 9504, 9814, 9830, 9833, 9833]"
4,0.16999999999999998,8,9777,"[30, 106, 253, 550, 1183, 2701, 5812, 8886, 9691, 9770, 9777, 9777]"
4,0.16999999999999998,9,9818,"[30, 89, 201, 415, 855, 1836, 4211, 7917, 9587, 9801, 9817, 9818, 9818]"
4,0.17999999999999997,1,9613,"[30, 80, 159, 276, 467, 774, 1276, 2118, 3593, 5839, 8211, 9329, 9580, 9609, 9613, 9613]"
4,0.17999999999999997,2,9802,"[30, 79, 165, 320, 606, 1152, 2282, 4636, 7920, 9539, 9778, 9801, 9802, 9802]"
4,0.17999999999999997,3,9774,"[30, 101, 238, 508, 1066, 2359, 5075, 8440, 9636, 9761, 9774, 9774]"
4,0.17999999999999997,4,9815,"[30, 89, 201, 415, 852, 1822, 4150, 7810, 9558, 9795, 9814, 9815, 9815]"
4,0.17999999999999997,5,9773,"[30, 100, 227, 451, 928, 2034, 4576, 8158, 9597, 9766, 9773, 9773]"
4,0.17999999999999997,6,9833,"[30, 84, 188, 391, 801, 1707, 3825, 7398, 9497, 9813, 9830, 9833, 9833]"
4,0.17999999999999997,7,9777,"[30, 106, 253, 550, 1183, 2701, 5810, 8884, 9691, 9770, 9777, 9777]"
4,0.17999999999999997,8,9818,"[30, 89, 201, 415, 855, 1836, 4211, 7917, 9587, 9801, 9817, 9818, 9818]"
4,0.17999999999999997,9,9774,"[30, 100, 227, 451, 928, 2036, 4590, 8179, 9599, 9767, 9774, 9774]"
4,0.18999999999999995,1,9699,"[30, 70, 127, 218, 356, 563, 914, 1496, 2483, 4148, 6576, 8726, 9506, 9673, 9695, 9699, 9699]"
4,0.18999999999999995,2,9761,"[30, 95, 212, 438, 870, 1764, 3620, 6782, 9219, 9697, 9753, 9760, 9761, 9761]"
4,0.18999999999999995,3,9811,"[30, 87, 195, 401, 819, 1716, 3828, 7387, 9467, 9779, 9808, 9811, 9811]"
4,0.18999999999999995,4,9772,"[30, 99, 224, 445, 904, 1943, 4350, 7944, 9557, 9761, 9771, 9772, 9772]"
4,0.18999999999999995,5,9831,"[30, 84, 188, 391, 798, 1680, 3723, 7245, 9453, 9808, 9828, 9831, 9831]"
4,0.18999999999999995,6,9777,"[30, 106, 253, 550, 1179, 2659, 5726, 8839, 9687, 9769, 9777, 9777]"
4,0.18999999999999995,7,9818,"[30, 89, 201, 415, 855, 1830, 4169, 7863, 9575, 9799, 9816, 9818, 9818]"
4,0.18999999999999995,8,9774,"[30, 100, 227, 451, 923, 1999, 4481, 8078, 9583, 9764, 9773, 9774, 9774]"
4,0.18999999999999995,9,9833,"[30, 84, 188, 391, 798, 1681, 3735, 7265, 9465, 9811, 9830, 9833, 9833]"
4,0.19999999999999996,1,9615,"[30, 83, 166, 296, 491, 788, 1264, 2109, 3583, 5812, 8150, 9318, 9578, 9611, 9614, 9615, 9615]"
4,0.19999999999999996,2,9793,"[30, 83, 179, 353, 691, 1366, 2779, 5479, 8554, 9656, 9781, 9793, 9793]"
4,0.19999999999999996,3,9769,"[30, 98, 222, 441, 886, 1879, 4138, 7691, 9499, 9746, 9766, 9769, 9769]"
4,0.19999999999999996,4,9829,"[30, 83, 185, 383, 774, 1603, 3498, 6957, 9361, 9801, 9826, 9829, 9829]"
4,0.19999999999999996,5,9777,"[30, 106, 253, 550, 1179, 2657, 5720, 8837, 9686, 9769, 9777, 9777]"
4,0.19999999999999996,6,9818,"[30, 89, 201, 415, 855, 1830, 4169, 7862, 9574, 9799, 9816, 9818, 9818]"
4,0.19999999999999996,7,9774,"[30, 100, 227, 451, 923, 1999, 4481, 8078, 9583, 9764, 9773, 9774, 9774]"
4,0.19999999999999996,8,9833,"[30, 84, 188, 391, 798, 1681, 3735, 7265, 9465, 9811, 9830, 9833, 9833]"
4,0.19999999999999996,9,9777,"[30, 106, 253, 550, 1179, 2660, 5731, 8841, 9688, 9769, 9777, 9777]"
4,0.20999999999999996,1,268,"[30, 60, 86, 112, 134, 157, 173, 192, 205, 216, 224, 231, 239, 246, 254, 258, 262, 265, 266, 268, 268]"
4,0.20999999999999996,2,9759,"[30, 77, 137, 199, 269, 368, 481, 622, 811, 1101, 1585, 2520, 4494, 7535, 9401, 9724, 9757, 9759, 9759]"
4,0.20999999999999996,3,9832,"[30, 64, 94, 129, 160, 203, 246, 294, 351, 418, 495, 592, 719, 913, 1189, 1651, 2650, 4787, 7899, 9552, 9808, 9832, 9832]"
4,0.20999999999999996,4,9777,"[30, 73, 108, 143, 183, 218, 251, 294, 345, 411, 502, 630, 814, 1111, 1670, 2830, 5314, 8429, 9613, 9766, 9777, 9777]"
4,0.20999999999999996,5,9818,"[30, 68, 108, 148, 187, 221, 245, 274, 296, 320, 340, 358, 379, 402, 432, 460, 504, 573, 670, 807, 1009, 1347, 2038, 3638, 6756, 9231, 9752, 9810, 9817, 9818, 9818]"
4,0.20999999999999996,6,9774,"[30, 79, 141, 207, 282, 382, 499, 648, 861, 1206, 1825, 3192, 6045, 8907, 9680, 9767, 9773, 9774, 9774]"
4,0.20999999999999996,7,9833,"[30, 64, 94, 129, 160, 203, 246, 294, 351, 418, 495, 592, 722, 922, 1215, 1708, 2806, 5202, 8334, 9652, 9817, 9833, 9833]"
4,0.20999999999999996,8,9777,"[30, 73, 108, 143, 183, 218, 251, 294, 345, 411, 502, 630, 814, 1111, 1672, 2848, 5401, 8532, 9633, 9770, 9777, 9777]"
4,0.20999999999999996,9,9818,"[30, 68, 108, 148, 187, 221, 245, 274, 296, 320, 340, 358, 379, 402, 432, 460, 504, 573, 670, 807, 1009, 1347, 2038, 3640, 6765, 9236, 9753, 9810, 9817, 9818, 9818]"
4,0.21999999999999995,1,9663,"[30, 73, 124, 173, 223, 283, 348, 414, 478, 545, 620, 715, 845, 1008, 1241, 1626, 2261, 3405, 5343, 7749, 9220, 9609, 9659, 9663, 9663]"
4,0.21999999999999995,2,9812,"[30, 64, 92, 123, 156, 195, 239, 286, 341, 403, 472, 566, 680, 833, 1061, 1408, 2124, 3591, 6209, 8869, 9711, 9807, 9811, 9812, 9812]"
4,0.21999999999999995,3,9774,"[30, 73, 108, 143, 183, 218, 251, 294, 345, 410, 500, 627, 805, 1092, 1624, 2706, 4954, 8087, 9540, 9754, 9773, 9774, 9774]"
4,0.21999999999999995,4,9818,"[30, 68, 108, 148, 187, 221, 245, 274, 296, 320, 340, 358, 379, 402, 432, 460, 504, 573, 670, 807, 1009, 1346, 2033, 3610, 6690, 9214, 9751, 9810, 9817, 9818, 9818]"
4,0.21999999999999995,5,9774,"[30, 79, 141, 207, 282, 382, 499, 648, 861, 1206, 1825, 3192, 6040, 8898, 9676, 9767, 9773, 9774, 9774]"
4,0.21999999999999995,6,9833,"[30, 64, 94, 129, 160, 203, 246, 294, 351, 418, 495, 592, 722, 922, 1215, 1708, 2805, 5197, 8331, 9652, 9817, 9833, 9833]"
4,0.21999999999999995,7,9777,"[30, 73, 108, 143, 183, 218, 251, 294, 345, 411, 502, 630, 814, 1111, 1672, 2848, 5398, 8530, 9633, 9770, 9777, 9777]"
4,0.21999999999999995,8,9818,"[30, 68, 108, 148, 187, 221, 245, 274, 296, 320, 340, 358, 379, 402, 432, 460, 504, 573, 670, 807, 1009, 1347, 2038, 3640, 6765, 9236, 9753, 9810, 9817, 9818, 9818]"
4,0.21999999999999995,9,9774,"[30, 79, 141, 207, 282, 382, 499, 648, 861, 1206, 1825, 3193, 6047, 8908, 9680, 9767, 9773, 9774, 9774]"
4,0.22999999999999995,1,9732,"[30, 59, 83, 109, 134, 161, 188, 218, 247, 275, 306, 341, 379, 413, 452, 491, 530, 580, 648, 729, 834, 973, 1162, 1443, 1872, 2600, 3860, 5854, 8198, 9418, 9691, 9728, 9732, 9732]"
4,0.22999999999999995,2,9763,"[30, 72, 106, 140, 179, 212, 242, 280, 322, 374, 443, 535, 654, 808, 1021, 1354, 1934, 3130, 5490, 8361, 9573, 9743, 9762, 9763, 9763]"
4,0.22999999999999995,3,9812,"[30, 67, 105, 144, 183, 216, 237, 263, 280, 296, 307, 316, 327, 338, 347, 356, 371, 395, 430, 472, 519, 566, 620, 695, 815, 1007, 1276, 1757, 2756, 4941, 8103, 9577, 9785, 9808, 9812, 9812]"
4,0.22999999999999995,4,9772,"[30, 79, 141, 207, 282, 380, 491, 630, 816, 1088, 1510, 2302, 4010, 7126, 9310, 9730, 9768, 9772, 9772]"
4,0.22999999999999995,5,9833,"[30, 64, 94, 129, 159, 199, 240, 285, 335, 393, 461, 549, 666, 834, 1059, 1392, 2017, 3385, 6123, 8880, 9736, 9830, 9833, 9833]"
4,0.22999999999999995,6,9777,"[30, 73, 108, 143, 183, 218, 251, 294, 344, 405, 491, 607, 767, 1004, 1383, 2079, 3569, 6487, 9059, 9706, 9774, 9777, 9777]"
4,0.22999999999999995,7,9818,"[30, 68, 108, 148, 187, 220, 241, 267, 284, 300, 311, 320, 331, 342, 351, 361, 375, 399, 435, 479, 530, 589, 656, 739, 874, 1077, 1375, 1927, 3128, 5774, 8770, 9703, 9805, 9817, 9818, 9818]"
4,0.22999999999999995,8,9774,"[30, 79, 141, 207, 282, 380, 491, 630, 816, 1088, 1510, 2302, 4021, 7157, 9320, 9733, 9770, 9774, 9774]"
4,0.22999999999999995,9,9833,"[30, 64, 94, 129, 159, 199, 240, 285, 335, 393, 461, 549, 666, 834, 1059, 1392, 2019, 3389, 6132, 8883, 9736, 9830, 9833, 9833]"
4,0.23999999999999994,1,9672,"[30, 68, 100, 131, 165, 196, 223, 252, 283, 317, 360, 419, 488, 572, 662, 758, 884, 1049, 1280, 1650, 2234, 3269, 5054, 7445, 9113, 9581, 9659, 9672, 9672]"
4,0.23999999999999994,2,9807,"[30, 65, 101, 139, 176, 208, 228, 252, 265, 276, 285, 296, 310, 324, 336, 345, 354, 363, 378, 401, 422, 442, 469, 499, 529, 568, 617, 678, 746, 841, 974, 1182, 1532, 2164, 3523, 6155, 8868, 9698, 9796, 9806, 9807, 9807]"
4,0.23999999999999994,3,9771,"[30, 78, 140, 205, 278, 375, 483, 616, 794, 1047, 1432, 2128, 3575, 6425, 9025, 9696, 9765, 9771, 9771]"
4,0.23999999999999994,4,9833,"[30, 64, 94, 129, 159, 199, 240, 285, 335, 393, 461, 549, 666, 834, 1058, 1390, 2010, 3363, 6064, 8835, 9728, 9830, 9833, 9833]"
4,0.23999999999999994,5,9777,"[30, 73, 108, 143, 183, 218, 251, 294, 344, 405, 491, 606, 762, 994, 1363, 2030, 3421, 6263, 8979, 9693, 9774, 9777, 9777]"
4,0.23999999999999994,6,9818,"[30, 68, 108, 148, 187, 220, 241, 267, 284, 300, 311, 320, 331, 342, 351, 361, 375, 399, 435, 479, 530, 589, 656, 739, 874, 1077, 1375, 1927, 3128, 5772, 8769, 9702, 9805, 9817, 9818, 9818]"
4,0.23999999999999994,7,9774,"[30, 79, 141, 207, 282, 380, 491, 630, 816, 1088, 1510, 2301, 4006, 7127, 9315, 9732, 9770, 9774, 9774]"
4,0.23999999999999994,8,9833,"[30, 64, 94, 129, 159, 199, 240, 285, 335, 393, 461, 549, 666, 834, 1059, 1392, 2019, 3389, 6132, 8883, 9736, 9830, 9833, 9833]"
4,0.23999999999999994,9,9777,"[30, 73, 108, 143, 183, 218, 251, 294, 344, 405, 491, 606, 762, 994, 1363, 2030, 3421, 6268, 8982, 9694, 9774, 9777, 9777]"
4,0.24999999999999992,1,251,"[30, 60, 86, 112, 134, 157, 173, 192, 204, 214, 220, 225, 230, 234, 238, 241, 245, 248, 249, 251, 251]"
4,0.24999999999999992,2,9759,"[30, 77, 137, 199, 269, 366, 474, 605, 769, 999, 1345, 1933, 3108, 5456, 8379, 9573, 9742, 9758, 9759, 9759]"
4,0.24999999999999992,3,9829,"[30, 64, 94, 129, 159, 199, 240, 285, 335, 393, 461, 549, 664, 827, 1042, 1363, 1963, 3234, 5769, 8637, 9696, 9822, 9829, 9829]"
4,0.24999999999999992,4,9777,"[30, 73, 108, 143, 183, 218, 251, 294, 344, 405, 491, 606, 762, 994, 1363, 2030, 3407, 6231, 8963, 9689, 9774, 9777, 9777]"
4,0.24999999999999992,5,9818,"[30, 68, 108, 148, 187, 220, 241, 267, 284, 300, 311, 320, 331, 342, 351, 361, 375, 399, 435, 479, 530, 589, 656, 739, 874, 1077, 1375, 1927, 3128, 5771, 8768, 9701, 9805, 9817, 9818, 9818]"
4,0.24999999999999992,6,9774,"[30, 79, 141, 207, 282, 380, 491, 630, 816, 1088, 1510, 2301, 4006, 7127, 9315, 9732, 9770, 9774, 9774]"
4,0.24999999999999992,7,9833,"[30, 64, 94, 129, 159, 199, 240, 285, 335, 393, 461, 549, 666, 834, 1059, 1392, 2019, 3389, 6132, 8883, 9736, 9830, 9833, 9833]"
4,0.24999999999999992,8,9777,"[30, 73, 108, 143, 183, 218, 251, 294, 344, 405, 491, 606, 762, 994, 1363, 2030, 3421, 6268, 8982, 9694, 9774, 9777, 9777]"
