z,p,limit,cascades,verlauf
1,0.19999999999999996,9,749,"[30, 54, 80, 108, 126, 142, 157, 176, 192, 216, 244, 277, 306, 338, 369, 398, 429, 456, 483, 511, 544, 576, 606, 625, 640, 657, 668, 678, 685, 693, 700, 706, 711, 716, 724, 733, 744, 746, 747, 748, 749, 749]"
1,0.20999999999999996,1,243,"[30, 55, 73, 91, 108, 120, 131, 138, 142, 150, 158, 165, 171, 177, 182, 186, 191, 195, 202, 209, 215, 221, 225, 230, 234, 237, 241, 243, 243]"
1,0.20999999999999996,2,643,"[30, 60, 86, 112, 135, 144, 152, 160, 169, 176, 178, 180, 181, 183, 188, 193, 202, 210, 216, 221, 232, 239, 243, 247, 253, 262, 270, 281, 291, 303, 317, 330, 348, 368, 389, 404, 419, 441, 459, 478, 494, 505, 519, 530, 537, 543, 550, 558, 570, 581, 592, 603, 616, 622, 630, 636, 640, 642, 643, 643]"
1,0.20999999999999996,3,339,"[30, 54, 80, 98, 114, 132, 150, 164, 178, 194, 207, 225, 237, 250, 262, 276, 288, 303, 315, 323, 333, 337, 339, 339]"
1,0.20999999999999996,4,389,"[30, 54, 80, 108, 126, 142, 155, 165, 172, 184, 198, 211, 226, 241, 256, 266, 277, 283, 292, 302, 313, 327, 340, 349, 355, 366, 372, 379, 383, 385, 388, 389, 389]"
1,0.20999999999999996,5,310,"[30, 57, 79, 103, 127, 149, 167, 181, 192, 207, 220, 234, 249, 257, 268, 279, 286, 293, 297, 299, 301, 303, 306, 309, 310, 310]"
1,0.20999999999999996,6,646,"[30, 60, 86, 112, 135, 144, 152, 160, 169, 176, 178, 180, 181, 183, 188, 193, 202, 210, 216, 221, 232, 239, 243, 247, 253, 262, 270, 281, 291, 303, 317, 330, 348, 368, 389, 404, 419, 441, 459, 478, 494, 505, 519, 530, 537, 543, 550, 558, 570, 581, 592, 604, 618, 625, 633, 639, 643, 645, 646, 646]"
1,0.20999999999999996,7,339,"[30, 54, 80, 98, 114, 132, 150, 164, 178, 194, 207, 225, 237, 250, 262, 276, 288, 303, 315, 323, 333, 337, 339, 339]"
1,0.20999999999999996,8,389,"[30, 54, 80, 108, 126, 142, 155, 165, 172, 184, 198, 211, 226, 241, 256, 266, 277, 283, 292, 302, 313, 327, 340, 349, 355, 366, 372, 379, 383, 385, 388, 389, 389]"
1,0.20999999999999996,9,310,"[30, 57, 79, 103, 127, 149, 167, 181, 192, 207, 220, 234, 249, 257, 268, 279, 286, 293, 297, 299, 301, 303, 306, 309, 310, 310]"
1,0.21999999999999995,1,195,"[30, 59, 82, 104, 120, 126, 130, 135, 140, 143, 144, 146, 147, 149, 153, 157, 164, 171, 176, 181, 189, 194, 195, 195]"
1,0.21999999999999995,2,339,"[30, 54, 80, 98, 114, 132, 150, 164, 178, 194, 207, 225, 237, 250, 262, 276, 288, 303, 315, 323, 333, 337, 339, 339]"
1,0.21999999999999995,3,389,"[30, 54, 80, 108, 126, 142, 155, 165, 172, 184, 198, 211, 226, 241, 256, 266, 277, 283, 292, 302, 313, 327, 340, 349, 355, 366, 372, 379, 383, 385, 388, 389, 389]"
1,0.21999999999999995,4,310,"[30, 57, 79, 103, 127, 149, 167, 181, 192, 207, 220, 234, 249, 257, 268, 279, 286, 293, 297, 299, 301, 303, 306, 309, 310, 310]"
1,0.21999999999999995,5,646,"[30, 60, 86, 112, 135, 144, 152, 160, 169, 176, 178, 180, 181, 183, 188, 193, 202, 210, 216, 221, 232, 239, 243, 247, 253, 262, 270, 281, 291, 303, 317, 330, 348, 368, 389, 404, 419, 441, 459, 478, 494, 505, 519, 530, 537, 543, 550, 558, 570, 581, 592, 604, 618, 625, 633, 639, 643, 645, 646, 646]"
1,0.21999999999999995,6,339,"[30, 54, 80, 98, 114, 132, 150, 164, 178, 194, 207, 225, 237, 250, 262, 276, 288, 303, 315, 323, 333, 337, 339, 339]"
1,0.21999999999999995,7,389,"[30, 54, 80, 108, 126, 142, 155, 165, 172, 184, 198, 211, 226, 241, 256, 266, 277, 283, 292, 302, 313, 327, 340, 349, 355, 366, 372, 379, 383, 385, 388, 389, 389]"
1,0.21999999999999995,8,310,"[30, 57, 79, 103, 127, 149, 167, 181, 192, 207, 220, 234, 249, 257, 268, 279, 286, 293, 297, 299, 301, 303, 306, 309, 310, 310]"
1,0.21999999999999995,9,646,"[30, 60, 86, 112, 135, 144, 152, 160, 169, 176, 178, 180, 181, 183, 188, 193, 202, 210, 216, 221, 232, 239, 243, 247, 253, 262, 270, 281, 291, 303, 317, 330, 348, 368, 389, 404, 419, 441, 459, 478, 494, 505, 519, 530, 537, 543, 550, 558, 570, 581, 592, 604, 618, 625, 633, 639, 643, 645, 646, 646]"
1,0.22999999999999995,1,145,"[30, 53, 75, 87, 97, 106, 113, 117, 118, 119, 121, 123, 125, 128, 131, 133, 135, 138, 140, 141, 143, 144, 145, 145]"
1,0.22999999999999995,2,389,"[30, 54, 80, 108, 126, 142, 155, 165, 172, 184, 198, 211, 226, 241, 256, 266, 277, 283, 292, 302, 313, 327, 340, 349, 355, 366, 372, 379, 383, 385, 388, 389, 389]"
1,0.22999999999999995,3,310,"[30, 57, 79, 103, 127, 149, 167, 181, 192, 207, 220, 234, 249, 257, 268, 279, 286, 293, 297, 299, 301, 303, 306, 309, 310, 310]"
1,0.22999999999999995,4,646,"[30, 60, 86, 112, 135, 144, 152, 160, 169, 176, 178, 180, 181, 183, 188, 193, 202, 210, 216, 221, 232, 239, 243, 247, 253, 262, 270, 281, 291, 303, 317, 330, 348, 368, 389, 404, 419, 441, 459, 478, 494, 505, 519, 530, 537, 543, 550, 558, 570, 581, 592, 604, 618, 625, 633, 639, 643, 645, 646, 646]"
1,0.22999999999999995,5,339,"[30, 54, 80, 98, 114, 132, 150, 164, 178, 194, 207, 225, 237, 250, 262, 276, 288, 303, 315, 323, 333, 337, 339, 339]"
1,0.22999999999999995,6,389,"[30, 54, 80, 108, 126, 142, 155, 165, 172, 184, 198, 211, 226, 241, 256, 266, 277, 283, 292, 302, 313, 327, 340, 349, 355, 366, 372, 379, 383, 385, 388, 389, 389]"
1,0.22999999999999995,7,310,"[30, 57, 79, 103, 127, 149, 167, 181, 192, 207, 220, 234, 249, 257, 268, 279, 286, 293, 297, 299, 301, 303, 306, 309, 310, 310]"
1,0.22999999999999995,8,646,"[30, 60, 86, 112, 135, 144, 152, 160, 169, 176, 178, 180, 181, 183, 188, 193, 202, 210, 216, 221, 232, 239, 243, 247, 253, 262, 270, 281, 291, 303, 317, 330, 348, 368, 389, 404, 419, 441, 459, 478, 494, 505, 519, 530, 537, 543, 550, 558, 570, 581, 592, 604, 618, 625, 633, 639, 643, 645, 646, 646]"
1,0.22999999999999995,9,339,"[30, 54, 80, 98, 114, 132, 150, 164, 178, 194, 207, 225, 237, 250, 262, 276, 288, 303, 315, 323, 333, 337, 339, 339]"
1,0.23999999999999994,1,206,"[30, 52, 75, 98, 111, 122, 131, 137, 143, 152, 161, 166, 173, 181, 190, 194, 197, 199, 200, 201, 203, 206, 206]"
1,0.23999999999999994,2,304,"[30, 56, 76, 98, 121, 143, 161, 175, 186, 201, 214, 228, 243, 251, 262, 273, 280, 287, 291, 293, 295, 297, 300, 303, 304, 304]"
1,0.23999999999999994,3,646,"[30, 60, 86, 112, 135, 144, 152, 160, 169, 176, 178, 180, 181, 183, 188, 193, 202, 210, 216, 221, 232, 239, 243, 247, 253, 262, 270, 281, 291, 303, 317, 330, 348, 368, 389, 404, 419, 441, 459, 478, 494, 505, 519, 530, 537, 543, 550, 558, 570, 581, 592, 604, 618, 625, 633, 639, 643, 645, 646, 646]"
1,0.23999999999999994,4,339,"[30, 54, 80, 98, 114, 132, 150, 164, 178, 194, 207, 225, 237, 250, 262, 276, 288, 303, 315, 323, 333, 337, 339, 339]"
1,0.23999999999999994,5,389,"[30, 54, 80, 108, 126, 142, 155, 165, 172, 184, 198, 211, 226, 241, 256, 266, 277, 283, 292, 302, 313, 327, 340, 349, 355, 366, 372, 379, 383, 385, 388, 389, 389]"
1,0.23999999999999994,6,310,"[30, 57, 79, 103, 127, 149, 167, 181, 192, 207, 220, 234, 249, 257, 268, 279, 286, 293, 297, 299, 301, 303, 306, 309, 310, 310]"
1,0.23999999999999994,7,646,"[30, 60, 86, 112, 135, 144, 152, 160, 169, 176, 178, 180, 181, 183, 188, 193, 202, 210, 216, 221, 232, 239, 243, 247, 253, 262, 270, 281, 291, 303, 317, 330, 348, 368, 389, 404, 419, 441, 459, 478, 494, 505, 519, 530, 537, 543, 550, 558, 570, 581, 592, 604, 618, 625, 633, 639, 643, 645, 646, 646]"
1,0.23999999999999994,8,339,"[30, 54, 80, 98, 114, 132, 150, 164, 178, 194, 207, 225, 237, 250, 262, 276, 288, 303, 315, 323, 333, 337, 339, 339]"
1,0.23999999999999994,9,389,"[30, 54, 80, 108, 126, 142, 155, 165, 172, 184, 198, 211, 226, 241, 256, 266, 277, 283, 292, 302, 313, 327, 340, 349, 355, 366, 372, 379, 383, 385, 388, 389, 389]"
1,0.24999999999999992,1,243,"[30, 55, 73, 91, 108, 120, 131, 138, 142, 150, 158, 165, 171, 177, 182, 186, 191, 195, 202, 209, 215, 221, 225, 230, 234, 237, 241, 243, 243]"
1,0.24999999999999992,2,643,"[30, 60, 86, 112, 135, 144, 152, 160, 169, 176, 178, 180, 181, 183, 188, 193, 202, 210, 216, 221, 232, 239, 243, 247, 253, 262, 270, 281, 291, 303, 317, 330, 348, 368, 389, 404, 419, 441, 459, 478, 494, 505, 519, 530, 537, 543, 550, 558, 570, 581, 592, 603, 616, 622, 630, 636, 640, 642, 643, 643]"
1,0.24999999999999992,3,339,"[30, 54, 80, 98, 114, 132, 150, 164, 178, 194, 207, 225, 237, 250, 262, 276, 288, 303, 315, 323, 333, 337, 339, 339]"
1,0.24999999999999992,4,389,"[30, 54, 80, 108, 126, 142, 155, 165, 172, 184, 198, 211, 226, 241, 256, 266, 277, 283, 292, 302, 313, 327, 340, 349, 355, 366, 372, 379, 383, 385, 388, 389, 389]"
1,0.24999999999999992,5,310,"[30, 57, 79, 103, 127, 149, 167, 181, 192, 207, 220, 234, 249, 257, 268, 279, 286, 293, 297, 299, 301, 303, 306, 309, 310, 310]"
1,0.24999999999999992,6,646,"[30, 60, 86, 112, 135, 144, 152, 160, 169, 176, 178, 180, 181, 183, 188, 193, 202, 210, 216, 221, 232, 239, 243, 247, 253, 262, 270, 281, 291, 303, 317, 330, 348, 368, 389, 404, 419, 441, 459, 478, 494, 505, 519, 530, 537, 543, 550, 558, 570, 581, 592, 604, 618, 625, 633, 639, 643, 645, 646, 646]"
1,0.24999999999999992,7,339,"[30, 54, 80, 98, 114, 132, 150, 164, 178, 194, 207, 225, 237, 250, 262, 276, 288, 303, 315, 323, 333, 337, 339, 339]"
1,0.24999999999999992,8,389,"[30, 54, 80, 108, 126, 142, 155, 165, 172, 184, 198, 211, 226, 241, 256, 266, 277, 283, 292, 302, 313, 327, 340, 349, 355, 366, 372, 379, 383, 385, 388, 389, 389]"
1,0.24999999999999992,9,310,"[30, 57, 79, 103, 127, 149, 167, 181, 192, 207, 220, 234, 249, 257, 268, 279, 286, 293, 297, 299, 301, 303, 306, 309, 310, 310]"
2,0.1,1,7068,"[30, 80, 150, 248, 386, 568, 833, 1224, 1763, 2420, 3176, 4025, 4851, 5558, 6094, 6476, 6721, 6871, 6947, 6995, 7026, 7045, 7057, 7065, 7068, 7068]"
2,0.1,2,7743,"[30, 80, 178, 326, 567, 962, 1600, 2577, 3847, 5188, 6300, 7043, 7417, 7603, 7689, 7725, 7736, 7739, 7743, 7743]"
2,0.1,3,7984,"[30, 79, 170, 343, 656, 1245, 2201, 3568, 5034, 6310, 7160, 7589, 7801, 7897, 7951, 7971, 7978, 7981, 7983, 7984, 7984]"
2,0.1,4,8006,"[30, 83, 187, 396, 756, 1405, 2431, 3885, 5463, 6658, 7348, 7712, 7870, 7945, 7978, 7992, 8003, 8006, 8006]"
2,0.1,5,8015,"[30, 92, 212, 444, 898, 1693, 2896, 4441, 5976, 7032, 7574, 7820, 7929, 7971, 7989, 8001, 8011, 8014, 8015, 8015]"
2,0.1,6,7919,"[30, 87, 206, 414, 783, 1443, 2512, 4028, 5596, 6716, 7337, 7662, 7808, 7867, 7896, 7912, 7915, 7918, 7919, 7919]"
2,0.1,7,8041,"[30, 79, 171, 348, 682, 1315, 2350, 3789, 5299, 6513, 7298, 7681, 7875, 7960, 8011, 8028, 8035, 8038, 8040, 8041, 8041]"
2,0.1,8,8015,"[30, 84, 191, 404, 773, 1442, 2490, 3965, 5540, 6707, 7375, 7728, 7884, 7958, 7988, 8001, 8012, 8015, 8015]"
2,0.1,9,8015,"[30, 92, 212, 444, 898, 1694, 2898, 4448, 5980, 7033, 7576, 7820, 7929, 7971, 7989, 8001, 8011, 8014, 8015, 8015]"
2,0.11,1,7005,"[30, 71, 131, 211, 328, 495, 738, 1082, 1543, 2139, 2848, 3655, 4483, 5248, 5871, 6296, 6562, 6743, 6852, 6918, 6956, 6982, 6997, 7003, 7005, 7005]"
2,0.11,2,7857,"[30, 77, 163, 319, 571, 1017, 1714, 2724, 3998, 5321, 6401, 7097, 7481, 7680, 7770, 7816, 7838, 7847, 7853, 7857, 7857]"
2,0.11,3,7959,"[30, 80, 175, 362, 666, 1218, 2090, 3399, 4931, 6241, 7109, 7571, 7781, 7877, 7923, 7943, 7955, 7959, 7959]"
2,0.11,4,8009,"[30, 92, 211, 441, 888, 1669, 2858, 4393, 5939, 7008, 7560, 7812, 7923, 7965, 7983, 7995, 8005, 8008, 8009, 8009]"
2,0.11,5,7918,"[30, 87, 205, 410, 776, 1431, 2488, 3994, 5564, 6697, 7328, 7655, 7804, 7865, 7895, 7911, 7914, 7917, 7918, 7918]"
2,0.11,6,8041,"[30, 79, 171, 348, 682, 1315, 2350, 3789, 5299, 6513, 7298, 7681, 7875, 7960, 8011, 8028, 8035, 8038, 8040, 8041, 8041]"
2,0.11,7,8015,"[30, 84, 191, 404, 773, 1442, 2490, 3965, 5540, 6707, 7375, 7728, 7884, 7958, 7988, 8001, 8012, 8015, 8015]"
2,0.11,8,8015,"[30, 92, 212, 444, 898, 1694, 2898, 4448, 5980, 7033, 7576, 7820, 7929, 7971, 7989, 8001, 8011, 8014, 8015, 8015]"
2,0.11,9,7919,"[30, 87, 206, 414, 783, 1443, 2512, 4028, 5596, 6716, 7337, 7662, 7808, 7867, 7896, 7912, 7915, 7918, 7919, 7919]"
2,0.12,1,7043,"[30, 69, 128, 216, 337, 507, 747, 1072, 1531, 2129, 2849, 3664, 4497, 5263, 5887, 6291, 6574, 6751, 6847, 6908, 6945, 6969, 6990, 7008, 7019, 7025, 7030, 7035, 7038, 7041, 7042, 7043, 7043]"
2,0.12,2,7808,"[30, 76, 156, 302, 524, 924, 1538, 2486, 3708, 5033, 6165, 6968, 7405, 7628, 7725, 7768, 7792, 7804, 7807, 7808, 7808]"
2,0.12,3,7974,"[30, 92, 208, 431, 857, 1580, 2683, 4162, 5691, 6811, 7428, 7733, 7868, 7921, 7948, 7960, 7970, 7973, 7974, 7974]"
2,0.12,4,7913,"[30, 87, 203, 400, 746, 1373, 2389, 3858, 5426, 6614, 7286, 7635, 7791, 7858, 7890, 7906, 7909, 7912, 7913, 7913]"
2,0.12,5,8041,"[30, 79, 171, 348, 682, 1314, 2348, 3787, 5298, 6512, 7297, 7680, 7873, 7960, 8011, 8028, 8035, 8038, 8040, 8041, 8041]"
2,0.12,6,8015,"[30, 84, 191, 404, 773, 1441, 2482, 3954, 5531, 6703, 7375, 7728, 7884, 7958, 7988, 8001, 8012, 8015, 8015]"
2,0.12,7,8015,"[30, 92, 212, 444, 898, 1694, 2898, 4447, 5976, 7031, 7575, 7820, 7929, 7971, 7989, 8001, 8011, 8014, 8015, 8015]"
2,0.12,8,7919,"[30, 87, 205, 406, 758, 1400, 2443, 3942, 5517, 6670, 7316, 7655, 7804, 7867, 7896, 7912, 7915, 7918, 7919, 7919]"
2,0.12,9,8041,"[30, 79, 171, 348, 682, 1315, 2350, 3789, 5299, 6513, 7298, 7681, 7875, 7960, 8011, 8028, 8035, 8038, 8040, 8041, 8041]"
2,0.13,1,7132,"[30, 70, 132, 220, 326, 490, 709, 1011, 1416, 1932, 2597, 3359, 4177, 4991, 5663, 6202, 6572, 6804, 6938, 7025, 7075, 7103, 7119, 7128, 7132, 7132]"
2,0.13,2,7837,"[30, 89, 191, 372, 702, 1244, 2067, 3246, 4615, 5913, 6807, 7311, 7573, 7698, 7763, 7799, 7821, 7833, 7836, 7837, 7837]"
2,0.13,3,7888,"[30, 85, 193, 369, 672, 1230, 2126, 3464, 5005, 6308, 7099, 7526, 7725, 7809, 7853, 7876, 7883, 7887, 7888, 7888]"
2,0.13,4,8035,"[30, 79, 171, 348, 678, 1299, 2309, 3732, 5227, 6467, 7276, 7670, 7867, 7954, 8005, 8022, 8029, 8032, 8034, 8035, 8035]"
2,0.13,5,8015,"[30, 84, 190, 397, 757, 1411, 2434, 3892, 5468, 6657, 7344, 7714, 7876, 7953, 7983, 8000, 8012, 8015, 8015]"
2,0.13,6,8015,"[30, 92, 212, 444, 897, 1685, 2878, 4417, 5948, 7019, 7568, 7819, 7929, 7971, 7989, 8001, 8011, 8014, 8015, 8015]"
2,0.13,7,7919,"[30, 86, 196, 377, 699, 1300, 2270, 3694, 5264, 6521, 7243, 7622, 7790, 7858, 7893, 7909, 7914, 7918, 7919, 7919]"
2,0.13,8,8041,"[30, 79, 171, 348, 681, 1307, 2329, 3766, 5275, 6501, 7296, 7681, 7875, 7960, 8011, 8028, 8035, 8038, 8040, 8041, 8041]"
2,0.13,9,8015,"[30, 84, 190, 397, 757, 1411, 2434, 3892, 5468, 6657, 7344, 7714, 7876, 7953, 7983, 8000, 8012, 8015, 8015]"
2,0.13999999999999999,1,7080,"[30, 80, 150, 248, 386, 568, 833, 1222, 1756, 2413, 3168, 4012, 4840, 5554, 6096, 6481, 6728, 6881, 6958, 7007, 7038, 7057, 7069, 7077, 7080, 7080]"
2,0.13999999999999999,2,7751,"[30, 79, 172, 308, 526, 893, 1487, 2390, 3603, 4962, 6141, 6942, 7358, 7572, 7673, 7714, 7735, 7742, 7750, 7751, 7751]"
2,0.13999999999999999,3,7984,"[30, 79, 170, 343, 655, 1240, 2191, 3555, 5024, 6307, 7163, 7591, 7801, 7897, 7951, 7971, 7978, 7981, 7983, 7984, 7984]"
2,0.13999999999999999,4,8009,"[30, 83, 186, 391, 745, 1385, 2395, 3833, 5411, 6620, 7327, 7703, 7865, 7943, 7976, 7994, 8006, 8009, 8009]"
2,0.13999999999999999,5,8015,"[30, 92, 212, 444, 897, 1685, 2878, 4417, 5948, 7019, 7568, 7819, 7929, 7971, 7989, 8001, 8011, 8014, 8015, 8015]"
2,0.13999999999999999,6,7919,"[30, 86, 196, 377, 699, 1300, 2270, 3694, 5264, 6521, 7243, 7622, 7790, 7858, 7893, 7909, 7914, 7918, 7919, 7919]"
2,0.13999999999999999,7,8041,"[30, 79, 171, 348, 681, 1307, 2329, 3766, 5275, 6501, 7296, 7681, 7875, 7960, 8011, 8028, 8035, 8038, 8040, 8041, 8041]"
2,0.13999999999999999,8,8015,"[30, 84, 190, 397, 757, 1411, 2434, 3892, 5468, 6657, 7344, 7714, 7876, 7953, 7983, 8000, 8012, 8015, 8015]"
2,0.13999999999999999,9,8015,"[30, 92, 212, 444, 897, 1685, 2878, 4417, 5948, 7019, 7568, 7819, 7929, 7971, 7989, 8001, 8011, 8014, 8015, 8015]"
2,0.14999999999999997,1,7016,"[30, 70, 127, 201, 308, 462, 683, 986, 1389, 1921, 2574, 3338, 4135, 4922, 5619, 6121, 6451, 6671, 6817, 6906, 6959, 6987, 7005, 7013, 7016, 7016]"
2,0.14999999999999997,2,7868,"[30, 77, 163, 317, 564, 997, 1670, 2652, 3907, 5214, 6326, 7062, 7471, 7679, 7779, 7827, 7849, 7858, 7864, 7868, 7868]"
2,0.14999999999999997,3,7979,"[30, 80, 173, 353, 639, 1153, 1978, 3242, 4753, 6083, 7018, 7545, 7781, 7887, 7935, 7956, 7969, 7978, 7979, 7979]"
2,0.14999999999999997,4,8015,"[30, 91, 205, 426, 844, 1559, 2668, 4142, 5684, 6830, 7481, 7784, 7920, 7967, 7986, 8000, 8011, 8014, 8015, 8015]"
2,0.14999999999999997,5,7919,"[30, 86, 196, 373, 671, 1213, 2087, 3403, 4977, 6324, 7149, 7583, 7772, 7849, 7889, 7908, 7914, 7918, 7919, 7919]"
2,0.14999999999999997,6,8041,"[30, 79, 171, 345, 660, 1246, 2180, 3515, 5003, 6287, 7183, 7634, 7854, 7950, 8008, 8028, 8035, 8038, 8040, 8041, 8041]"
2,0.14999999999999997,7,8015,"[30, 83, 183, 380, 712, 1306, 2247, 3619, 5168, 6430, 7231, 7662, 7852, 7942, 7977, 7994, 8006, 8014, 8015, 8015]"
2,0.14999999999999997,8,8015,"[30, 91, 205, 426, 844, 1559, 2668, 4143, 5687, 6833, 7484, 7784, 7920, 7967, 7986, 8000, 8011, 8014, 8015, 8015]"
2,0.14999999999999997,9,7919,"[30, 86, 196, 373, 671, 1213, 2087, 3403, 4977, 6324, 7149, 7583, 7772, 7849, 7889, 7908, 7914, 7918, 7919, 7919]"
2,0.15999999999999998,1,7131,"[30, 69, 128, 214, 332, 499, 733, 1047, 1489, 2069, 2787, 3595, 4411, 5176, 5820, 6276, 6580, 6757, 6866, 6933, 6987, 7025, 7055, 7082, 7097, 7107, 7113, 7120, 7123, 7126, 7129, 7130, 7131, 7131]"
2,0.15999999999999998,2,7827,"[30, 76, 154, 297, 510, 886, 1472, 2382, 3565, 4861, 6019, 6911, 7402, 7630, 7735, 7780, 7806, 7821, 7826, 7827, 7827]"
2,0.15999999999999998,3,7996,"[30, 91, 203, 418, 821, 1495, 2537, 3958, 5481, 6668, 7380, 7728, 7884, 7941, 7965, 7981, 7992, 7995, 7996, 7996]"
2,0.15999999999999998,4,7919,"[30, 86, 196, 373, 671, 1212, 2087, 3403, 4977, 6324, 7149, 7583, 7772, 7849, 7889, 7908, 7914, 7918, 7919, 7919]"
2,0.15999999999999998,5,8041,"[30, 79, 171, 345, 660, 1246, 2180, 3515, 5003, 6286, 7182, 7633, 7852, 7950, 8008, 8028, 8035, 8038, 8040, 8041, 8041]"
2,0.15999999999999998,6,8015,"[30, 83, 183, 380, 712, 1306, 2247, 3619, 5168, 6430, 7231, 7662, 7852, 7942, 7977, 7994, 8006, 8014, 8015, 8015]"
2,0.15999999999999998,7,8015,"[30, 91, 205, 426, 844, 1559, 2668, 4143, 5687, 6833, 7484, 7784, 7920, 7967, 7986, 8000, 8011, 8014, 8015, 8015]"
2,0.15999999999999998,8,7919,"[30, 86, 196, 373, 671, 1213, 2087, 3403, 4977, 6324, 7149, 7583, 7772, 7849, 7889, 7908, 7914, 7918, 7919, 7919]"
2,0.15999999999999998,9,8041,"[30, 79, 171, 345, 660, 1246, 2180, 3515, 5003, 6287, 7183, 7634, 7854, 7950, 8008, 8028, 8035, 8038, 8040, 8041, 8041]"
2,0.16999999999999998,1,7181,"[30, 69, 126, 204, 298, 439, 613, 839, 1142, 1535, 2028, 2644, 3380, 4185, 4933, 5617, 6147, 6526, 6781, 6949, 7051, 7108, 7137, 7151, 7159, 7163, 7165, 7166, 7168, 7171, 7173, 7176, 7180, 7181, 7181]"
2,0.16999999999999998,2,7897,"[30, 86, 180, 341, 613, 1059, 1718, 2668, 3882, 5236, 6376, 7145, 7558, 7739, 7819, 7864, 7883, 7894, 7896, 7897, 7897]"
2,0.16999999999999998,3,7915,"[30, 84, 185, 339, 581, 981, 1599, 2551, 3857, 5304, 6519, 7278, 7623, 7786, 7860, 7893, 7907, 7913, 7915, 7915]"
2,0.16999999999999998,4,8027,"[30, 78, 163, 304, 526, 921, 1560, 2521, 3786, 5205, 6467, 7247, 7660, 7860, 7963, 8008, 8020, 8025, 8026, 8027, 8027]"
2,0.16999999999999998,5,8015,"[30, 82, 168, 311, 539, 934, 1553, 2529, 3869, 5333, 6556, 7316, 7690, 7869, 7945, 7973, 7993, 8009, 8014, 8015, 8015]"
2,0.16999999999999998,6,8015,"[30, 88, 188, 369, 686, 1216, 2025, 3191, 4584, 5964, 6992, 7566, 7829, 7917, 7961, 7992, 8006, 8014, 8015, 8015]"
2,0.16999999999999998,7,7919,"[30, 85, 187, 342, 586, 987, 1608, 2566, 3877, 5328, 6542, 7293, 7632, 7791, 7865, 7897, 7911, 7917, 7919, 7919]"
2,0.16999999999999998,8,8027,"[30, 78, 163, 304, 526, 921, 1561, 2524, 3790, 5212, 6474, 7252, 7664, 7860, 7963, 8008, 8020, 8025, 8026, 8027, 8027]"
2,0.16999999999999998,9,8015,"[30, 82, 168, 311, 539, 934, 1553, 2529, 3869, 5333, 6556, 7316, 7690, 7869, 7945, 7973, 7993, 8009, 8014, 8015, 8015]"
2,0.17999999999999997,1,7223,"[30, 78, 144, 237, 363, 531, 769, 1099, 1547, 2101, 2778, 3573, 4409, 5194, 5869, 6379, 6718, 6922, 7040, 7106, 7148, 7175, 7194, 7206, 7212, 7216, 7221, 7223, 7223]"
2,0.17999999999999997,2,7813,"[30, 78, 165, 286, 471, 765, 1229, 1919, 2915, 4171, 5484, 6584, 7216, 7538, 7682, 7757, 7788, 7803, 7812, 7813, 7813]"
2,0.17999999999999997,3,8023,"[30, 78, 163, 304, 526, 921, 1559, 2513, 3768, 5177, 6434, 7221, 7641, 7842, 7949, 7999, 8014, 8020, 8022, 8023, 8023]"
2,0.17999999999999997,4,8012,"[30, 82, 168, 311, 539, 934, 1552, 2525, 3863, 5328, 6552, 7313, 7687, 7866, 7942, 7970, 7990, 8006, 8011, 8012, 8012]"
2,0.17999999999999997,5,8015,"[30, 88, 188, 369, 686, 1216, 2025, 3191, 4584, 5964, 6992, 7566, 7829, 7917, 7961, 7992, 8006, 8014, 8015, 8015]"
2,0.17999999999999997,6,7919,"[30, 85, 187, 342, 586, 987, 1608, 2566, 3877, 5328, 6542, 7293, 7632, 7791, 7865, 7897, 7911, 7917, 7919, 7919]"
2,0.17999999999999997,7,8027,"[30, 78, 163, 304, 526, 921, 1561, 2524, 3790, 5212, 6474, 7252, 7664, 7860, 7963, 8008, 8020, 8025, 8026, 8027, 8027]"
2,0.17999999999999997,8,8015,"[30, 82, 168, 311, 539, 934, 1553, 2529, 3869, 5333, 6556, 7316, 7690, 7869, 7945, 7973, 7993, 8009, 8014, 8015, 8015]"
2,0.17999999999999997,9,8015,"[30, 88, 188, 369, 686, 1216, 2025, 3191, 4584, 5964, 6992, 7566, 7829, 7917, 7961, 7992, 8006, 8014, 8015, 8015]"
2,0.18999999999999995,1,7065,"[30, 69, 123, 193, 290, 424, 616, 870, 1209, 1655, 2208, 2887, 3643, 4454, 5225, 5841, 6276, 6561, 6751, 6873, 6956, 7004, 7036, 7053, 7060, 7063, 7065, 7065]"
2,0.18999999999999995,2,7879,"[30, 76, 157, 289, 480, 799, 1303, 2058, 3116, 4404, 5696, 6673, 7260, 7562, 7728, 7813, 7844, 7862, 7870, 7875, 7878, 7879, 7879]"
2,0.18999999999999995,3,7997,"[30, 79, 159, 293, 503, 871, 1451, 2359, 3639, 5085, 6340, 7175, 7603, 7819, 7918, 7952, 7974, 7988, 7996, 7997, 7997]"
2,0.18999999999999995,4,8015,"[30, 88, 188, 369, 686, 1216, 2025, 3191, 4584, 5964, 6992, 7566, 7829, 7917, 7961, 7992, 8006, 8014, 8015, 8015]"
2,0.18999999999999995,5,7919,"[30, 85, 187, 342, 586, 987, 1608, 2566, 3877, 5328, 6542, 7293, 7632, 7791, 7865, 7897, 7911, 7917, 7919, 7919]"
