z,p,cutoff,cascades,verlauf
2.5388,0.19999999999999996,0.003,4110,"[5, 10, 15, 21, 30, 49, 76, 112, 156, 223, 335, 559, 1021, 1952, 3094, 3810, 4023, 4085, 4105, 4108, 4110, 4110]"
2.7236,0.20999999999999996,0.003,50,"[5, 13, 17, 22, 26, 30, 39, 44, 46, 49, 50, 50]"
2.5716,0.21999999999999995,0.003,4153,"[5, 11, 17, 21, 25, 28, 33, 39, 43, 53, 64, 69, 76, 82, 86, 91, 96, 100, 106, 112, 122, 139, 156, 174, 196, 224, 255, 286, 316, 345, 380, 413, 446, 478, 525, 600, 759, 1083, 1829, 2979, 3792, 4061, 4127, 4145, 4152, 4153, 4153]"
2.7196,0.22999999999999995,0.003,21,"[5, 10, 16, 18, 20, 21, 21]"
2.5448,0.23999999999999994,0.003,55,"[5, 14, 20, 26, 31, 37, 45, 48, 51, 53, 55, 55]"
2.6728,0.24999999999999992,0.003,133,"[5, 22, 32, 43, 54, 62, 75, 83, 88, 93, 96, 99, 102, 108, 111, 115, 118, 121, 127, 131, 132, 133, 133]"
2.9688,0.1,0.004,4297,"[5, 10, 19, 38, 95, 226, 627, 1965, 3490, 4125, 4276, 4296, 4297, 4297]"
2.8552,0.11,0.004,4245,"[5, 13, 33, 83, 218, 612, 1753, 3277, 3995, 4178, 4227, 4242, 4244, 4245, 4245]"
3.1152,0.12,0.004,4384,"[5, 16, 39, 91, 214, 610, 1805, 3472, 4194, 4357, 4378, 4382, 4384, 4384]"
2.9416,0.13,0.004,4337,"[5, 14, 31, 56, 110, 228, 497, 1366, 2938, 4000, 4278, 4325, 4334, 4336, 4337, 4337]"
3.102,0.13999999999999999,0.004,4330,"[5, 14, 39, 83, 181, 438, 1271, 3021, 4044, 4274, 4321, 4328, 4329, 4330, 4330]"
2.8668,0.14999999999999997,0.004,4226,"[5, 20, 45, 97, 199, 418, 937, 2156, 3576, 4083, 4199, 4219, 4225, 4226, 4226]"
3.03,0.15999999999999998,0.004,4330,"[5, 27, 50, 94, 173, 332, 771, 1921, 3522, 4157, 4304, 4327, 4329, 4330, 4330]"
2.9688,0.16999999999999998,0.004,4297,"[5, 9, 12, 16, 20, 28, 36, 46, 52, 67, 80, 93, 104, 122, 157, 217, 336, 545, 1062, 2404, 3729, 4168, 4278, 4297, 4297]"
2.8552,0.17999999999999997,0.004,4245,"[5, 10, 15, 21, 29, 43, 65, 98, 148, 238, 405, 768, 1610, 3049, 3911, 4159, 4221, 4239, 4245, 4245]"
3.1152,0.18999999999999995,0.004,4384,"[5, 13, 19, 31, 45, 61, 87, 127, 183, 265, 382, 569, 1013, 2121, 3652, 4260, 4366, 4381, 4383, 4384, 4384]"
2.9416,0.19999999999999996,0.004,4330,"[5, 12, 22, 32, 44, 60, 86, 129, 177, 234, 326, 502, 872, 1801, 3313, 4104, 4291, 4319, 4325, 4327, 4329, 4330, 4330]"
3.102,0.20999999999999996,0.004,74,"[5, 10, 16, 18, 21, 22, 25, 27, 30, 35, 41, 44, 48, 53, 58, 62, 65, 68, 71, 73, 74, 74]"
2.8668,0.21999999999999995,0.004,29,"[5, 16, 23, 28, 29, 29]"
3.03,0.22999999999999995,0.004,214,"[5, 24, 34, 45, 53, 57, 61, 67, 75, 82, 86, 89, 91, 93, 97, 100, 110, 123, 142, 164, 178, 189, 196, 204, 209, 213, 214, 214]"
2.9688,0.23999999999999994,0.004,12,"[5, 9, 11, 12, 12]"
2.8552,0.24999999999999992,0.004,57,"[5, 10, 14, 17, 20, 23, 25, 26, 27, 28, 31, 38, 45, 52, 54, 55, 56, 57, 57]"
3.4408,0.1,0.005,4470,"[5, 17, 44, 118, 343, 1187, 3100, 4185, 4427, 4463, 4469, 4470, 4470]"
3.252,0.11,0.005,4424,"[5, 15, 38, 108, 265, 753, 2322, 3844, 4332, 4411, 4422, 4424, 4424]"
3.4396,0.12,0.005,4437,"[5, 15, 42, 93, 232, 680, 2209, 3896, 4351, 4426, 4436, 4437, 4437]"
3.1636,0.13,0.005,4345,"[5, 25, 65, 154, 329, 873, 2362, 3813, 4249, 4329, 4344, 4345, 4345]"
3.3584,0.13999999999999999,0.005,4419,"[5, 31, 72, 167, 360, 978, 2673, 4025, 4357, 4407, 4418, 4419, 4419]"
3.2912,0.14999999999999997,0.005,4423,"[5, 9, 12, 17, 25, 39, 62, 106, 173, 311, 633, 1599, 3378, 4233, 4397, 4422, 4423, 4423]"
3.1164,0.15999999999999998,0.005,4356,"[5, 11, 20, 38, 66, 120, 224, 464, 1151, 2756, 3920, 4258, 4338, 4353, 4355, 4356, 4356]"
3.4408,0.16999999999999998,0.005,4470,"[5, 14, 21, 32, 43, 55, 73, 103, 140, 181, 243, 352, 554, 1069, 2487, 4001, 4407, 4462, 4469, 4470, 4470]"
3.252,0.17999999999999997,0.005,4424,"[5, 11, 16, 23, 32, 45, 66, 93, 121, 156, 208, 298, 437, 690, 1423, 3129, 4152, 4388, 4420, 4423, 4424, 4424]"
3.4396,0.18999999999999995,0.005,4437,"[5, 11, 19, 26, 34, 41, 50, 59, 78, 99, 126, 162, 222, 317, 473, 803, 1771, 3544, 4293, 4413, 4433, 4436, 4437, 4437]"
3.1636,0.19999999999999996,0.005,4345,"[5, 23, 47, 83, 125, 182, 265, 381, 609, 1158, 2454, 3858, 4271, 4334, 4345, 4345]"
3.3584,0.20999999999999996,0.005,62,"[5, 24, 35, 45, 49, 50, 52, 55, 60, 62, 62]"
3.2912,0.21999999999999995,0.005,12,"[5, 9, 11, 12, 12]"
3.1164,0.22999999999999995,0.005,23,"[5, 10, 14, 17, 20, 22, 23, 23]"
3.4408,0.23999999999999994,0.005,32,"[5, 14, 19, 23, 25, 27, 28, 30, 32, 32]"
3.252,0.24999999999999992,0.005,16,"[5, 10, 13, 14, 16, 16]"
3.72,0.1,0.006,4501,"[5, 17, 69, 202, 665, 2350, 4045, 4444, 4492, 4498, 4500, 4501, 4501]"
3.4148,0.11,0.006,4417,"[5, 30, 83, 213, 609, 2037, 3747, 4312, 4404, 4416, 4417, 4417]"
3.6516,0.12,0.006,4475,"[5, 35, 92, 263, 823, 2621, 4102, 4426, 4467, 4475, 4475]"
3.5832,0.13,0.006,4485,"[5, 9, 12, 18, 26, 39, 61, 105, 194, 410, 1085, 3040, 4193, 4443, 4481, 4485, 4485]"
3.3788,0.13999999999999999,0.006,4439,"[5, 13, 33, 75, 159, 355, 1027, 2824, 4089, 4378, 4427, 4436, 4438, 4439, 4439]"
3.704,0.14999999999999997,0.006,4526,"[5, 15, 29, 58, 103, 199, 416, 1065, 2941, 4221, 4495, 4521, 4525, 4526, 4526]"
3.526,0.15999999999999998,0.006,4482,"[5, 13, 23, 37, 62, 106, 189, 365, 772, 2067, 3834, 4389, 4470, 4481, 4482, 4482]"
3.72,0.16999999999999998,0.006,4501,"[5, 11, 19, 23, 28, 33, 40, 47, 54, 57, 62, 70, 77, 92, 113, 138, 175, 225, 310, 505, 1061, 2785, 4183, 4463, 4496, 4500, 4501, 4501]"
3.4148,0.17999999999999997,0.006,4417,"[5, 27, 55, 94, 142, 210, 310, 472, 847, 1878, 3656, 4297, 4404, 4416, 4417, 4417]"
3.6516,0.18999999999999995,0.006,4475,"[5, 27, 40, 56, 70, 90, 112, 152, 202, 288, 437, 694, 1395, 3317, 4271, 4448, 4472, 4475, 4475]"
3.5832,0.19999999999999996,0.006,4485,"[5, 9, 12, 17, 20, 25, 32, 43, 60, 81, 102, 136, 169, 231, 345, 538, 924, 2065, 3801, 4384, 4478, 4485, 4485]"
3.3788,0.20999999999999996,0.006,61,"[5, 10, 14, 17, 21, 25, 28, 30, 32, 36, 39, 42, 44, 46, 50, 56, 59, 61, 61]"
3.704,0.21999999999999995,0.006,26,"[5, 13, 17, 20, 21, 23, 24, 25, 26, 26]"
3.526,0.22999999999999995,0.006,16,"[5, 10, 13, 14, 16, 16]"
3.72,0.23999999999999994,0.006,15,"[5, 9, 13, 14, 15, 15]"
3.4148,0.24999999999999992,0.006,92,"[5, 23, 37, 47, 53, 60, 69, 77, 83, 88, 90, 92, 92]"
3.9024,0.1,0.007,4521,"[5, 37, 110, 408, 1687, 3777, 4424, 4510, 4519, 4521, 4521]"
3.842,0.11,0.007,4533,"[5, 10, 21, 37, 65, 135, 343, 1067, 3135, 4300, 4510, 4532, 4533, 4533]"
3.6252,0.12,0.007,4497,"[5, 14, 39, 98, 254, 774, 2511, 4028, 4430, 4489, 4494, 4496, 4497, 4497]"
3.9836,0.13,0.007,4571,"[5, 16, 35, 75, 175, 431, 1282, 3416, 4408, 4551, 4569, 4571, 4571]"
3.7744,0.13999999999999999,0.007,4527,"[5, 13, 23, 38, 74, 176, 416, 1222, 3247, 4332, 4506, 4524, 4527, 4527]"
3.9808,0.14999999999999997,0.007,4562,"[5, 12, 26, 40, 66, 120, 235, 468, 1303, 3474, 4415, 4540, 4555, 4559, 4561, 4562, 4562]"
3.67,0.15999999999999998,0.007,4485,"[5, 28, 60, 115, 197, 343, 639, 1569, 3578, 4352, 4466, 4483, 4485, 4485]"
3.9024,0.16999999999999998,0.007,4521,"[5, 28, 45, 67, 90, 113, 137, 172, 206, 268, 390, 698, 1738, 3755, 4407, 4507, 4518, 4521, 4521]"
3.842,0.17999999999999997,0.007,13,"[5, 9, 11, 13, 13]"
3.6252,0.18999999999999995,0.007,4497,"[5, 10, 15, 19, 23, 27, 30, 32, 36, 44, 53, 64, 79, 102, 134, 184, 256, 341, 453, 675, 1415, 3241, 4235, 4460, 4493, 4497, 4497]"
3.9836,0.19999999999999996,0.007,4571,"[5, 15, 23, 30, 37, 42, 48, 57, 69, 80, 93, 116, 139, 172, 219, 295, 428, 707, 1569, 3573, 4430, 4552, 4569, 4571, 4571]"
3.7744,0.20999999999999996,0.007,16,"[5, 10, 13, 14, 16, 16]"
3.9808,0.21999999999999995,0.007,15,"[5, 9, 13, 14, 15, 15]"
3.67,0.22999999999999995,0.007,76,"[5, 23, 33, 39, 45, 53, 60, 66, 70, 74, 76, 76]"
3.9024,0.23999999999999994,0.007,42,"[5, 23, 33, 38, 42, 42]"
3.842,0.24999999999999992,0.007,10,"[5, 9, 10, 10]"
3.8692,0.1,0.008,4539,"[5, 15, 44, 116, 381, 1507, 3616, 4396, 4521, 4537, 4538, 4539, 4539]"
4.2344,0.11,0.008,4599,"[5, 17, 43, 122, 354, 1282, 3640, 4480, 4586, 4595, 4599, 4599]"
3.9944,0.12,0.008,4574,"[5, 14, 30, 63, 152, 395, 1321, 3575, 4438, 4560, 4572, 4574, 4574]"
4.2368,0.13,0.008,4612,"[5, 15, 43, 92, 200, 531, 1769, 4008, 4542, 4604, 4612, 4612]"
3.9064,0.13999999999999999,0.008,4527,"[5, 36, 95, 252, 623, 1864, 3859, 4437, 4514, 4526, 4527, 4527]"
4.158,0.14999999999999997,0.008,4560,"[5, 33, 62, 116, 221, 454, 1209, 3401, 4405, 4549, 4559, 4560, 4560]"
4.0884,0.15999999999999998,0.008,4584,"[5, 9, 12, 17, 21, 30, 45, 68, 115, 186, 302, 589, 1523, 3689, 4458, 4574, 4584, 4584]"
3.8692,0.16999999999999998,0.008,4539,"[5, 11, 18, 24, 33, 43, 51, 62, 75, 98, 130, 170, 219, 282, 393, 622, 1437, 3386, 4351, 4514, 4535, 4538, 4539, 4539]"
4.2344,0.17999999999999997,0.008,4599,"[5, 14, 21, 27, 34, 39, 44, 51, 59, 66, 75, 90, 99, 108, 124, 143, 167, 193, 228, 307, 466, 890, 2463, 4230, 4563, 4596, 4599, 4599]"
3.9944,0.18999999999999995,0.008,16,"[5, 10, 13, 14, 16, 16]"
4.2368,0.19999999999999996,0.008,4612,"[5, 10, 17, 21, 25, 32, 42, 51, 63, 73, 86, 97, 113, 125, 141, 151, 166, 186, 200, 209, 217, 227, 245, 266, 296, 341, 399, 481, 689, 1406, 3436, 4460, 4597, 4612, 4612]"
3.9064,0.20999999999999996,0.008,52,"[5, 24, 34, 40, 45, 49, 51, 52, 52]"
4.158,0.21999999999999995,0.008,47,"[5, 23, 33, 38, 43, 45, 46, 47, 47]"
4.0884,0.22999999999999995,0.008,10,"[5, 9, 10, 10]"
3.8692,0.23999999999999994,0.008,27,"[5, 10, 14, 17, 21, 25, 27, 27]"
4.2344,0.24999999999999992,0.008,18,"[5, 12, 16, 18, 18]"
4.23,0.1,0.009000000000000001,4613,"[5, 14, 34, 83, 240, 815, 2978, 4376, 4593, 4609, 4613, 4613]"
4.488,0.11,0.009000000000000001,4646,"[5, 17, 63, 189, 674, 2732, 4328, 4620, 4644, 4646, 4646]"
4.1076,0.12,0.009000000000000001,4555,"[5, 43, 124, 360, 1208, 3447, 4396, 4544, 4554, 4555, 4555]"
4.3904,0.13,0.009000000000000001,4596,"[5, 38, 92, 248, 727, 2541, 4274, 4568, 4593, 4596, 4596]"
4.3244,0.13999999999999999,0.009000000000000001,4611,"[5, 9, 12, 18, 25, 44, 85, 154, 294, 722, 2485, 4246, 4567, 4604, 4611, 4611]"
4.0724,0.14999999999999997,0.009000000000000001,4578,"[5, 13, 28, 50, 89, 156, 296, 654, 1951, 3974, 4494, 4563, 4577, 4578, 4578]"
4.4736,0.15999999999999998,0.009000000000000001,4629,"[5, 15, 27, 43, 65, 93, 129, 193, 307, 548, 1463, 3752, 4529, 4622, 4629, 4629]"
4.23,0.16999999999999998,0.009000000000000001,17,"[5, 10, 13, 14, 16, 17, 17]"
4.488,0.17999999999999997,0.009000000000000001,12,"[5, 9, 12, 12]"
4.1076,0.18999999999999995,0.009000000000000001,4555,"[5, 32, 58, 82, 104, 131, 164, 215, 275, 351, 476, 743, 1618, 3684, 4427, 4543, 4554, 4555, 4555]"
4.3904,0.19999999999999996,0.009000000000000001,4596,"[5, 27, 41, 51, 65, 75, 82, 94, 103, 113, 126, 133, 148, 181, 237, 324, 467, 793, 1847, 3980, 4528, 4592, 4596, 4596]"
4.3244,0.20999999999999996,0.009000000000000001,10,"[5, 9, 10, 10]"
4.0724,0.21999999999999995,0.009000000000000001,27,"[5, 10, 14, 17, 21, 25, 27, 27]"
4.4736,0.22999999999999995,0.009000000000000001,18,"[5, 12, 16, 18, 18]"
4.23,0.23999999999999994,0.009000000000000001,14,"[5, 9, 10, 11, 13, 14, 14]"
4.488,0.24999999999999992,0.009000000000000001,9,"[5, 8, 9, 9]"
4.294,0.1,0.01,4584,"[5, 44, 136, 458, 1720, 3984, 4522, 4577, 4584, 4584]"
4.6364,0.11,0.01,4626,"[5, 41, 116, 414, 1731, 4074, 4569, 4623, 4626, 4626]"
4.5596,0.12,0.01,4645,"[5, 9, 11, 13, 14, 18, 28, 48, 104, 278, 903, 3344, 4473, 4635, 4645, 4645]"
4.2756,0.13,0.01,4602,"[5, 13, 30, 58, 118, 228, 601, 2090, 4082, 4553, 4596, 4601, 4602, 4602]"
4.7072,0.13999999999999999,0.01,4659,"[5, 15, 28, 49, 83, 141, 279, 782, 2817, 4407, 4637, 4655, 4659, 4659]"
4.4188,0.14999999999999997,0.01,4631,"[5, 14, 25, 44, 77, 129, 194, 345, 792, 2546, 4298, 4598, 4629, 4631, 4631]"
4.7088,0.15999999999999998,0.01,4673,"[5, 11, 22, 36, 58, 86, 122, 166, 270, 515, 1452, 3837, 4597, 4668, 4673, 4673]"
4.294,0.16999999999999998,0.01,4584,"[5, 32, 56, 75, 92, 115, 138, 166, 210, 267, 346, 514, 939, 2597, 4254, 4547, 4582, 4584, 4584]"
4.6364,0.17999999999999997,0.01,4626,"[5, 28, 44, 59, 76, 89, 102, 113, 122, 131, 139, 143, 146, 151, 164, 179, 194, 216, 249, 290, 361, 476, 750, 1760, 3993, 4556, 4620, 4626, 4626]"
4.5596,0.18999999999999995,0.01,13,"[5, 9, 11, 13, 13]"
4.2756,0.19999999999999996,0.01,4602,"[5, 11, 19, 27, 40, 53, 60, 68, 72, 77, 87, 97, 106, 118, 137, 151, 172, 200, 229, 282, 358, 486, 737, 1562, 3718, 4480, 4585, 4601, 4602, 4602]"
4.7072,0.20999999999999996,0.01,18,"[5, 12, 16, 18, 18]"
4.4188,0.21999999999999995,0.01,15,"[5, 10, 11, 12, 14, 15, 15]"
4.7088,0.22999999999999995,0.01,9,"[5, 8, 9, 9]"
4.294,0.23999999999999994,0.01,54,"[5, 27, 40, 47, 51, 53, 54, 54]"
4.6364,0.24999999999999992,0.01,46,"[5, 22, 33, 38, 43, 45, 46, 46]"
4.9752,0.1,0.012,4680,"[5, 9, 12, 20, 33, 70, 165, 472, 2296, 4342, 4658, 4680, 4680]"
4.6336,0.11,0.012,4637,"[5, 15, 50, 123, 336, 1262, 3805, 4556, 4630, 4637, 4637]"
5.124,0.12,0.012,4695,"[5, 17, 39, 91, 241, 703, 2863, 4492, 4688, 4694, 4695, 4695]"
4.8024,0.13,0.012,4674,"[5, 15, 30, 59, 123, 254, 631, 2288, 4315, 4641, 4669, 4673, 4674, 4674]"
5.1376,0.13999999999999999,0.012,4712,"[5, 13, 36, 71, 144, 310, 952, 3439, 4570, 4697, 4712, 4712]"
4.6608,0.14999999999999997,0.012,4634,"[5, 41, 87, 169, 303, 661, 2135, 4171, 4587, 4631, 4634, 4634]"
5.07,0.15999999999999998,0.012,4669,"[5, 32, 57, 94, 150, 251, 423, 1057, 3495, 4557, 4660, 4669, 4669]"
4.9752,0.16999999999999998,0.012,10,"[5, 9, 10, 10]"
4.6336,0.17999999999999997,0.012,4637,"[5, 11, 17, 22, 33, 44, 50, 59, 64, 70, 82, 93, 102, 109, 118, 129, 140, 151, 161, 178, 196, 210, 223, 242, 259, 278, 314, 378, 480, 745, 1888, 4074, 4583, 4633, 4637, 4637]"
5.124,0.18999999999999995,0.012,4695,"[5, 13, 18, 21, 22, 24, 27, 31, 34, 38, 44, 48, 54, 60, 66, 71, 79, 87, 95, 101, 110, 120, 126, 130, 135, 137, 138, 140, 143, 149, 155, 169, 185, 203, 217, 250, 286, 331, 379, 484, 629, 935, 2212, 4362, 4681, 4694, 4695, 4695]"
4.8024,0.19999999999999996,0.012,226,"[5, 13, 21, 28, 37, 46, 56, 69, 80, 88, 96, 106, 116, 129, 141, 158, 175, 191, 201, 208, 213, 216, 218, 220, 221, 222, 223, 224, 225, 226, 226]"
5.1376,0.20999999999999996,0.012,9,"[5, 8, 9, 9]"
4.6608,0.21999999999999995,0.012,63,"[5, 28, 41, 50, 57, 61, 63, 63]"
5.07,0.22999999999999995,0.012,34,"[5, 19, 29, 33, 34, 34]"
4.9752,0.23999999999999994,0.012,9,"[5, 9, 9]"
4.6336,0.24999999999999992,0.012,19,"[5, 10, 14, 16, 18, 19, 19]"
5.5104,0.1,0.014,4726,"[5, 18, 46, 122, 422, 1933, 4334, 4709, 4726, 4726]"
5.1612,0.11,0.014,4704,"[5, 17, 42, 112, 360, 1364, 3978, 4642, 4700, 4704, 4704]"
5.526,0.12,0.014,4745,"[5, 14, 41, 87, 206, 665, 2859, 4549, 4734, 4744, 4745, 4745]"
5.006,0.13,0.014,4658,"[5, 49, 123, 290, 784, 3004, 4429, 4639, 4657, 4658, 4658]"
5.4708,0.13999999999999999,0.014,4697,"[5, 41, 88, 169, 357, 1140, 3883, 4609, 4690, 4696, 4697, 4697]"
